timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Filename,Latency,Encoding,Hostname,IdleTime,Connect
1482520732647,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732648,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732648,2,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,2,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732650,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732650,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732651,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732651,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732652,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732653,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732653,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732654,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732654,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732656,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732657,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732657,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732658,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732658,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732659,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732659,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732660,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732661,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732661,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732661,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732662,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732663,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732663,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732664,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732664,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732665,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732665,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732666,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732666,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732667,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732667,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
